音乐名,链接
01.孤勇者 ,https://www.9ku.com//play/1234703.htm
02.可可托海的牧羊人 ,https://www.9ku.com//play/1004523.htm
03.听闻远方有你 ,https://www.9ku.com//play/1219032.htm
04.踏雪 ,https://www.9ku.com//play/1379392.htm
05.听闻远方有你 ,https://www.9ku.com//play/1097049.htm
06.这世界那么多人 ,https://www.9ku.com//play/1191283.htm
07.下潜 ,https://www.9ku.com//play/1235568.htm
08.如愿 ,https://www.9ku.com//play/1218832.htm
09.海底 ,https://www.9ku.com//play/1004197.htm
10.晚风 ,https://www.9ku.com//play/1004373.htm
11.水星记 ,https://www.9ku.com//play/1010051.htm
12.半生雪 (学生改编版片段) ,https://www.9ku.com//play/1234808.htm
13.我看过 ,https://www.9ku.com//play/1006581.htm
14.删了吧 ,https://www.9ku.com//play/1234749.htm
15.就忘了吧 ,https://www.9ku.com//play/1386245.htm
16.纵容 ,https://www.9ku.com//play/1048989.htm
17.渐暖 ,https://www.9ku.com//play/1379761.htm
18.哥已不再是当年的哥 (DJ何鹏版) ,https://www.9ku.com//play/1376491.htm
19.要你管 ,https://www.9ku.com//play/1012725.htm
20.red lips ,https://www.9ku.com//play/1006066.htm
21.听我说 ,https://www.9ku.com//play/1196644.htm
22.可惜我们 ,https://www.9ku.com//play/1387545.htm
23.在阳光下等你 ,https://www.9ku.com//play/1387625.htm
24.哥已不再是当年的哥原唱完整版 ,https://www.9ku.com//play/1387281.htm
25.哥已不再是当年的哥原唱完整版 ,https://www.9ku.com//play/1387281.htm
26.Intentionally ,https://www.9ku.com//play/1064817.htm
27.月亮月亮你别走 ,https://www.9ku.com//play/1013603.htm
28.Twinkle Twinkle (晚安 明天见) ,https://www.9ku.com//play/1379757.htm
29.少年美 ,https://www.9ku.com//play/1142468.htm
30.还没有爱够 ,https://www.9ku.com//play/1385536.htm
31.致你 ,https://www.9ku.com//play/1217833.htm
32.作酒 ,https://www.9ku.com//play/1378638.htm
33.陨落 ,https://www.9ku.com//play/1171238.htm
34. 马 ,https://www.9ku.com//play/1007665.htm
35.予你 ,https://www.9ku.com//play/1235525.htm
36.感谢所有爱我的人 ,https://www.9ku.com//play/1012441.htm
37.唱首歌送给妈 ,https://www.9ku.com//play/1004430.htm
38.如风吹过 ,https://www.9ku.com//play/1379528.htm
39.唱给未来的自己 ,https://www.9ku.com//play/1379530.htm
40.江湖大北京 ,https://www.9ku.com//play/1379529.htm
41.我是如此相信 ,https://www.9ku.com//play/1010350.htm
42.祝你新年快乐 ,https://www.9ku.com//play/1379525.htm
43.你像三月桃花开 ,https://www.9ku.com//play/1010129.htm
44.孤勇者 ,https://www.9ku.com//play/1377591.htm
45.给你我的爱 ,https://www.9ku.com//play/1383885.htm
46.如故 ,https://www.9ku.com//play/1217858.htm
47.想你的时候问月亮 ,https://www.9ku.com//play/1052376.htm
48.mojito ,https://www.9ku.com//play/1010008.htm
49.飞鸟和蝉 ,https://www.9ku.com//play/1006548.htm
50.别知己 ,https://www.9ku.com//play/1010006.htm
51.一路生花 ,https://www.9ku.com//play/1219189.htm
52.太想念 ,https://www.9ku.com//play/1387660.htm
53.不能说的秘密 ,https://www.9ku.com//play/1170396.htm
54.妹妹你是我的人 ,https://www.9ku.com//play/1010085.htm
55.燕无歇 ,https://www.9ku.com//play/1010944.htm
56.等你三千年 ,https://www.9ku.com//play/1010261.htm
57.龙拳 (Live) ,https://www.9ku.com//play/1022474.htm
58.如果爱还在 ,https://www.9ku.com//play/1182638.htm
59.你从未离去 (完整版) ,https://www.9ku.com//play/1379804.htm
60.烟花易冷（钢琴版） ,https://www.9ku.com//play/1088681.htm
61.我怕来者不是你 ,https://www.9ku.com//play/1218867.htm
62.能不能给我一首歌的时间 ,https://www.9ku.com//play/1012390.htm
63.三生石下 ,https://www.9ku.com//play/1012191.htm
64.一路向北周杰伦 ,https://www.9ku.com//play/1010489.htm
65.说好的幸福呢＋淘汰＋青花瓷 ,https://www.9ku.com//play/1054978.htm
66.人世间 ,https://www.9ku.com//play/1379810.htm
67.总以为来日方长 ,https://www.9ku.com//play/1387661.htm
68.昭华情 ,https://www.9ku.com//play/1370523.htm
69.踏山河 ,https://www.9ku.com//play/1012453.htm
70.安静周杰伦 ,https://www.9ku.com//play/1012317.htm
71.鸿雁 ,https://www.9ku.com//play/1208554.htm
72.父亲 ,https://www.9ku.com//play/1020155.htm
73.夜夜夜漫长 ,https://www.9ku.com//play/1015906.htm
74.站着等你三千年 ,https://www.9ku.com//play/1019159.htm
75.一路生花 ,https://www.9ku.com//play/1236346.htm
76.送亲 ,https://www.9ku.com//play/1019153.htm
77.虞兮叹 ,https://www.9ku.com//play/1009464.htm
78.不过人间 ,https://www.9ku.com//play/1010484.htm
79.孤城 ,https://www.9ku.com//play/1218833.htm
80.月亮你别睡 ,https://www.9ku.com//play/1013889.htm
81.王琪送亲 ,https://www.9ku.com//play/1010895.htm
82.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
83.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
84.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
85.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
86.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
87.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
88.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
89.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
90.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
91.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
92.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
93.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
94.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
95.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
96.草原之夜原唱完整版 ,https://www.9ku.com//play/1387342.htm
97.错位时空 ,https://www.9ku.com//play/1060864.htm
98.五十年以后 ,https://www.9ku.com//play/1219191.htm
99.万恩千爱 ,https://www.9ku.com//play/1010735.htm
100.浪子闲话 ,https://www.9ku.com//play/1011834.htm
101.天外来物 ,https://www.9ku.com//play/1007258.htm
102.军港之夜 ,https://www.9ku.com//play/1050827.htm
103.我爱你塞北的雪 ,https://www.9ku.com//play/1171078.htm
104.白月光与朱砂痣 ,https://www.9ku.com//play/1014430.htm
105.你的万水千山 ,https://www.9ku.com//play/1010009.htm
106.塞北的雪 ,https://www.9ku.com//play/1128089.htm
107.佛灯 ,https://www.9ku.com//play/1019152.htm
108.西海情歌 刀郎 原唱完整版 ,https://www.9ku.com//play/1387284.htm
109.西海情歌 刀郎 原唱完整版 ,https://www.9ku.com//play/1387284.htm
110.西海情歌 刀郎 原唱完整版 ,https://www.9ku.com//play/1387284.htm
111.故乡的歌谣 ,https://www.9ku.com//play/1013527.htm
112.我是你的格桑花 ,https://www.9ku.com//play/1014107.htm
113.那一天 ,https://www.9ku.com//play/1021938.htm
114.隧道脉冲星 ,https://www.9ku.com//play/1387975.htm
115.祝酒歌 ,https://www.9ku.com//play/1050832.htm
116.降央卓玛歌曲 ,https://www.9ku.com//play/1214726.htm
117.忘了没有 ,https://www.9ku.com//play/1014150.htm
118.万疆 ,https://www.9ku.com//play/1197161.htm
119.我和我的祖国 ,https://www.9ku.com//play/1219039.htm
120.暂别离 ,https://www.9ku.com//play/1377981.htm
121.姐姐真漂亮 ,https://www.9ku.com//play/1008343.htm
122.晚风心里吹 ,https://www.9ku.com//play/1386193.htm
123.灌篮青春 ,https://www.9ku.com//play/1379388.htm
124.心中的高原 ,https://www.9ku.com//play/1066562.htm
125.卓玛神庙 ,https://www.9ku.com//play/1075701.htm
126.一壶天涯 ,https://www.9ku.com//play/1096850.htm
127.洪泽恋曲 ,https://www.9ku.com//play/1075700.htm
128.心中的雪莲 ,https://www.9ku.com//play/1171087.htm
129.作酒 (DJ默涵版) ,https://www.9ku.com//play/1378639.htm
130.鬼迷心窍原唱完整版 ,https://www.9ku.com//play/1387359.htm
131.鬼迷心窍原唱完整版 ,https://www.9ku.com//play/1387359.htm
132.鬼迷心窍原唱完整版 ,https://www.9ku.com//play/1387359.htm
133.鬼迷心窍原唱完整版 ,https://www.9ku.com//play/1387359.htm
134.鬼迷心窍原唱完整版 ,https://www.9ku.com//play/1387359.htm
135.鬼迷心窍原唱完整版 ,https://www.9ku.com//play/1387359.htm
136.鬼迷心窍原唱完整版 ,https://www.9ku.com//play/1387359.htm
137.点歌的人DJ ,https://www.9ku.com//play/1010115.htm
138.碎银几两 ,https://www.9ku.com//play/1217839.htm
139.苴却砚 ,https://www.9ku.com//play/1180570.htm
140.布谷鸟和仙鹤 ,https://www.9ku.com//play/1374148.htm
141.光的方向 ,https://www.9ku.com//play/1130156.htm
142.我的万水千山 ,https://www.9ku.com//play/1011017.htm
143.十送红军 ,https://www.9ku.com//play/1083791.htm
144.美若天仙 ,https://www.9ku.com//play/1171086.htm
145.千恩万谢 ,https://www.9ku.com//play/1012025.htm
146.年轻女孩 ,https://www.9ku.com//play/1171088.htm
147.拉萨羌沙 ,https://www.9ku.com//play/1171085.htm
148.泪蛋蛋掉在酒杯里 ,https://www.9ku.com//play/1012035.htm
149.Salt (抖音完整版) ,https://www.9ku.com//play/1005652.htm
150.花花公子 (KnowKnow Remix) ,https://www.9ku.com//play/1008281.htm
151.天之涯 ,https://www.9ku.com//play/1387974.htm
152.送親 ,https://www.9ku.com//play/1015119.htm
153.游牧时光 ,https://www.9ku.com//play/1020719.htm
154.阿克祥巴 ,https://www.9ku.com//play/1171083.htm
155.相遇花开 (DJ可乐版) ,https://www.9ku.com//play/1005586.htm
156.tianbian ,https://www.9ku.com//play/1012368.htm
157.天龙八部之宿敌 ,https://www.9ku.com//play/1016424.htm
158.不过人间DJ ,https://www.9ku.com//play/1012000.htm
159.站着等你 ,https://www.9ku.com//play/1010405.htm
160.游山恋 ,https://www.9ku.com//play/1005633.htm
161.青山一别 ,https://www.9ku.com//play/1010064.htm
162.何日是归途 ,https://www.9ku.com//play/1014191.htm
163.人间烟火 ,https://www.9ku.com//play/1386069.htm
164.Nevada (抖音热播) ,https://www.9ku.com//play/1004345.htm
165.我在可可托海等你 ,https://www.9ku.com//play/1012256.htm
166.相遇花开 ,https://www.9ku.com//play/1005585.htm
167.80000 (抖音热播) ,https://www.9ku.com//play/1004344.htm
168.送亲王琪 ,https://www.9ku.com//play/1015871.htm
169.就这样吧一个人挺好 ,https://www.9ku.com//play/1387958.htm
170.白发 ,https://www.9ku.com//play/1014015.htm
171.浪子心 ,https://www.9ku.com//play/1012458.htm
172.相遇花开 铃声高潮版 ,https://www.9ku.com//play/1005587.htm
173.问佛 ,https://www.9ku.com//play/1005909.htm
174.点歌人 ,https://www.9ku.com//play/1010235.htm
175.哪里都是你 ,https://www.9ku.com//play/1051270.htm
176.点歌的人广场舞 ,https://www.9ku.com//play/1010726.htm
177.送亲dj ,https://www.9ku.com//play/1012382.htm
178.万爱 ,https://www.9ku.com//play/1014776.htm
179.下辈子不一定还能遇见你 ,https://www.9ku.com//play/1214954.htm
180.星辰大海 ,https://www.9ku.com//play/1014985.htm
181.可可托海牧羊人 ,https://www.9ku.com//play/1012139.htm
182.远方有信仰 ,https://www.9ku.com//play/1010275.htm
183.你的万水千山dj ,https://www.9ku.com//play/1012199.htm
184.可可西里牧羊人 ,https://www.9ku.com//play/1012414.htm
185.天边 (Live) ,https://www.9ku.com//play/1066636.htm
186.好好说话 ,https://www.9ku.com//play/1387971.htm
187.热爱105°C的你 ,https://www.9ku.com//play/1209716.htm
188.酒醉的蝴蝶dj ,https://www.9ku.com//play/1010093.htm
189.叶子 ,https://www.9ku.com//play/1387970.htm
190.可可拖海的牧羊人 ,https://www.9ku.com//play/1013016.htm
191.云朵上的梦 ,https://www.9ku.com//play/1128728.htm
192.别勉强 抖音完整版 ,https://www.9ku.com//play/1005950.htm
193.心上的罗加 ,https://www.9ku.com//play/1010047.htm
194.剑魂 (鱼多余版) ,https://www.9ku.com//play/1384130.htm
195.手心里的温柔 ,https://www.9ku.com//play/1112318.htm
196.让他走 ,https://www.9ku.com//play/1387972.htm
197.SONGQIN ,https://www.9ku.com//play/1010176.htm
198.可可托海的 ,https://www.9ku.com//play/1013680.htm
199.烟雨人间 ,https://www.9ku.com//play/1219195.htm
200.断了线 ,https://www.9ku.com//play/1387969.htm
201.此情一直在心间 ,https://www.9ku.com//play/1004517.htm
202.我把全部的爱都给了你 (DJ默涵版) ,https://www.9ku.com//play/1219144.htm
203.武器 ,https://www.9ku.com//play/1387965.htm
204.情定那拉提 ,https://www.9ku.com//play/1052382.htm
205.淡淡相思都写在脸上 ,https://www.9ku.com//play/1387955.htm
206.Confident 自信 ,https://www.9ku.com//play/1387973.htm
207.旧梦一场 ,https://www.9ku.com//play/1004325.htm
208.剑魂 ,https://www.9ku.com//play/1234981.htm
209.分割世界的框 ,https://www.9ku.com//play/1387961.htm
210.有我 ,https://www.9ku.com//play/1387964.htm
211.可可拓海的牧羊人 ,https://www.9ku.com//play/1014310.htm
212.找个理由 ,https://www.9ku.com//play/1387966.htm
213.梦旅人 ,https://www.9ku.com//play/1387967.htm
214.左边 ,https://www.9ku.com//play/1387968.htm
215.专业团队＋德莱联盟 (抖音热播) ,https://www.9ku.com//play/1004347.htm
216.可可托海的牧羊人伴奏 ,https://www.9ku.com//play/1079639.htm
217.家乡的红枣树 ,https://www.9ku.com//play/1012201.htm
218.sq ,https://www.9ku.com//play/1014623.htm
219.最后的信号 ,https://www.9ku.com//play/1387960.htm
220.只要你还需要我 ,https://www.9ku.com//play/1004316.htm
221.四海情歌 ,https://www.9ku.com//play/1013479.htm
222.站着等你三千年原唱完整版 ,https://www.9ku.com//play/1387300.htm
223.biezhiji ,https://www.9ku.com//play/1010346.htm
224.可可托 ,https://www.9ku.com//play/1013368.htm
225.对面的小姐姐 ,https://www.9ku.com//play/1004819.htm
226.你莫走 ,https://www.9ku.com//play/1010005.htm
227.你的大眼睛 ,https://www.9ku.com//play/1015525.htm
228.喀什葛尔的胡杨 ,https://www.9ku.com//play/1011124.htm
229.站在寒夜里让风继续吹 ,https://www.9ku.com//play/1387957.htm
230.shongqin ,https://www.9ku.com//play/1015645.htm
231.王招君 ,https://www.9ku.com//play/1172913.htm
232.我爱你塞北的雪 ,https://www.9ku.com//play/1214873.htm
233.阿利法 ,https://www.9ku.com//play/1387954.htm
234.你永远不懂我 ,https://www.9ku.com//play/1012190.htm
235.映山红 ,https://www.9ku.com//play/1050836.htm
236.错位时空 ,https://www.9ku.com//play/1015747.htm
237.听闻远方有你 (DJR7版) ,https://www.9ku.com//play/1378151.htm
238.青春又醉倒在 ,https://www.9ku.com//play/1387956.htm
239.青春势不可挡 ,https://www.9ku.com//play/1387959.htm
240.云飞天边 ,https://www.9ku.com//play/1129885.htm
241.同心(《祝卿好》影视剧插曲) ,https://www.9ku.com//play/1387686.htm
242.拉手手亲口口 ,https://www.9ku.com//play/1190006.htm
243.三生石下原唱完整版 ,https://www.9ku.com//play/1387280.htm
244.笑红尘 ,https://www.9ku.com//play/1384471.htm
245.破茧 (《斗罗大陆》动画2020年新主题曲) ,https://www.9ku.com//play/1004708.htm
246.清水河往事 ,https://www.9ku.com//play/1093687.htm
247.我不再爱过 ,https://www.9ku.com//play/1387962.htm
248.精英不凡 ,https://www.9ku.com//play/1387963.htm
249.Free Loop ,https://www.9ku.com//play/1052452.htm
250.孤勇者 ,https://www.9ku.com//play/1377604.htm
251.一起向未来 ,https://www.9ku.com//play/1236317.htm
252.可可西海的牧羊人 ,https://www.9ku.com//play/1093738.htm
253.关山酒 ,https://www.9ku.com//play/1373419.htm
254.漠河舞厅 ,https://www.9ku.com//play/1004998.htm
255.人间道 ,https://www.9ku.com//play/1207744.htm
256.可可托海的牧羊人原唱完整版 ,https://www.9ku.com//play/1387274.htm
257.可可托海的牧羊人原唱完整版 ,https://www.9ku.com//play/1387274.htm
258.可可托海的牧羊人原唱完整版 ,https://www.9ku.com//play/1387274.htm
259.寓言寓言 (《请叫我总监》电视剧片尾主题曲) ,https://www.9ku.com//play/1387946.htm
260.点歌得人 ,https://www.9ku.com//play/1012369.htm
261.Moskau乌拉 ,https://www.9ku.com//play/1387952.htm
262.往事只能回味 ,https://www.9ku.com//play/1023351.htm
263.年轮 ,https://www.9ku.com//play/1061686.htm
264.半生雪 ,https://www.9ku.com//play/1234810.htm
265.送亲歌原唱完整版 ,https://www.9ku.com//play/1387304.htm
266.我用什么把你留住 ,https://www.9ku.com//play/1007667.htm
267.T ,https://www.9ku.com//play/1387951.htm
268.星辰大海 ,https://www.9ku.com//play/1010965.htm
269.深情败给了时间  ,https://www.9ku.com//play/1191827.htm
270.最后一次告别 ,https://www.9ku.com//play/1386776.htm
271.爱都是开始的很美丽 ,https://www.9ku.com//play/1387953.htm
272.还没有爱够 (DJ默涵版) ,https://www.9ku.com//play/1387805.htm
273.mE&You ,https://www.9ku.com//play/1387948.htm
274.使至塞上 ,https://www.9ku.com//play/1387950.htm
275.天边云飞 ,https://www.9ku.com//play/1013849.htm
276.太久没见你 ,https://www.9ku.com//play/1387949.htm
277.下落不明 ,https://www.9ku.com//play/1005920.htm
278.海来阿木的歌 ,https://www.9ku.com//play/1014619.htm
279.笔墨 ,https://www.9ku.com//play/1387947.htm
280.万爱千恩 ,https://www.9ku.com//play/1097039.htm
281.离别草原 ,https://www.9ku.com//play/1010797.htm
282.嘉宾 ,https://www.9ku.com//play/1012363.htm
283.爸爸妈妈谢谢你 ,https://www.9ku.com//play/1012447.htm
284.人生如歌 ,https://www.9ku.com//play/1185317.htm
285.万爱千恩原唱完整版 ,https://www.9ku.com//play/1387310.htm
286.又见送情郎 ,https://www.9ku.com//play/1102135.htm
287.不如 ,https://www.9ku.com//play/1215230.htm
288.半壶沙 ,https://www.9ku.com//play/1185323.htm
289.别知己原唱完整版 ,https://www.9ku.com//play/1387290.htm
290.别知己原唱完整版 ,https://www.9ku.com//play/1387290.htm
291.天边歌曲原唱完整版 ,https://www.9ku.com//play/1387364.htm
292.奔赴星空 ,https://www.9ku.com//play/1133255.htm
293.南城花落 ,https://www.9ku.com//play/1093711.htm
294.为你放弃全世界 ,https://www.9ku.com//play/1115310.htm
295.半生雪 ,https://www.9ku.com//play/1209740.htm
296.入了我的心丢了我的魂 (DJR7版) ,https://www.9ku.com//play/1378159.htm
297.马兰花 ,https://www.9ku.com//play/1168073.htm
298.留什么给你 ,https://www.9ku.com//play/1387983.htm
299.思念一瞬间 ,https://www.9ku.com//play/1097034.htm
300.我还在老地方等你 ,https://www.9ku.com//play/1189177.htm
